profile,shop,item_url,shop_url,price,flag,item_id
金盾 XQB70-4155 7公斤商用投币洗衣机波轮脱水全自动洗衣机可配微信刷卡硬币兑换机 双投币,聚力专营店,https://item.jd.com/11677737369.html,//mall.jd.com/index-594124.html,1399.00,,11677737369
美的（Midea）MG80-1431WDXG 8kgWIFI变频全自动滚筒洗衣机大容量家用 MG80-1431WDXG 8公斤变频滚筒,云中专营店,https://item.jd.com/11511344185.html,//yunzhongjd.jd.com,2498.00,,11511344185
富士山(Fusan)XQB78-7828H 7.8公斤玫瑰金波轮全自动 洗衣机 热烘干手搓,富士山旗舰店,https://item.jd.com/10742963251.html,//mall.jd.com/index-599786.html,1258.00,,10742963251
川崎(KWSK)8.5公斤 洗衣机 全自动 家用烘干洗衣 A8烘 XQB85-60156Z 香槟金(带烘干),文理冰洗专营店,https://item.jd.com/10264124444.html,//mall.jd.com/index-196789.html,1580.00,,10264124444
格兰仕（Galanz）XQG90-T512V 9公斤变频滚筒洗衣机 大容量,格兰仕冰洗自营旗舰店,https://item.jd.com/3877722.html,//mall.jd.com/index-1000000952.html,2299.00,JD自营,3877722
松下(panasonic) XQB85-QA8021 8.5公斤 全自动家用波轮洗衣机灰色,松下金松专卖店,https://item.jd.com/10453368357.html,//mall.jd.com/index-194340.html,1958.00,,10453368357
康佳（KONKA）XQB62-265 6.2公斤全自动波轮洗衣机 预约家用 静音 蓝色,康佳冰箱旗舰店,https://item.jd.com/10778576521.html,//mall.jd.com/index-121537.html,698.00,,10778576521
小天鹅（LittleSwan）TG80-1410WDXS滚筒洗衣机全自动8公斤变频WiFi 银色,沙园专卖店,https://item.jd.com/10386474357.html,//shayuanjd.jd.com,2298.00,,10386474357
扬佳（YZJM）XPB25-288 2.5公斤 单筒半自动迷你波轮洗衣机 内衣裤小型脱水机 蓝色,扬佳旗舰店,https://item.jd.com/10725269497.html,//mall.jd.com/index-588221.html,379.00,,10725269497
Haier/海尔 G80629HB14G 8公斤大容量全自动烘干变频滚筒洗衣机 香槟金,海尔驰郑专卖店,https://item.jd.com/10926312047.html,//mall.jd.com/index-621516.html,3899.00,,10926312047
博世(BOSCH)XQG80-WAN241680W 8公斤变频全自动滚筒洗衣机大容量银色,博世家电专卖店,https://item.jd.com/10481869832.html,//mall.jd.com/index-584649.html,3398.00,,10481869832
LG 9公斤 DD直驱变频 洗烘一体 滚筒洗衣机 除菌 节能 静音 洁桶洗 快洗 LED触摸屏WD-C51BNF40 （奢华白）,JD自营,https://item.jd.com/3968611.html,,5499.00,JD自营,3968611
松下（Panasonic）XQG80-E8325 8公斤全自动变频滚筒洗衣机大容量,松下金松专卖店,https://item.jd.com/10829007704.html,//mall.jd.com/index-194340.html,3898.00,,10829007704
樱花（SAKURA）XPB48-4818S 4.8公斤迷你半自动洗衣机 不锈钢双桶 粉色,蓝夫佳电器专营店,https://item.jd.com/1671157084.html,//mall.jd.com/index-39146.html,358.00,,1671157084
Haier/海尔 G100818BG 10公斤全自动变频节能静音香槟金滚筒洗衣机,海尔驰郑专卖店,https://item.jd.com/11481691339.html,//mall.jd.com/index-621516.html,2999.00,,11481691339
松下(Panasonic)XQG80-V8055 滚筒洗衣机全自动家用 银色,松下优立创专卖店,https://item.jd.com/11305682134.html,//mall.jd.com/index-638819.html,6898.00,,11305682134
熊猫（PANDA）3.5公斤半自动迷你洗衣机XPB35-800D 蓝色,文理冰洗专营店,https://item.jd.com/10666833373.html,//mall.jd.com/index-196789.html,168.00,,10666833373
韩国现代(HYUNDAI)XPB40-1288S 4公斤 半自动迷你洗衣机双缸婴儿童 双筒,韩国现代冰洗旗舰店,https://item.jd.com/1185053858.html,//hantai.jd.com,378.00,,1185053858
松下(panasonic) XQB80-X8235 8公斤波轮洗衣机变频 大容量全自动,鹏展专营店,https://item.jd.com/10992313145.html,//mall.jd.com/index-601596.html,2788.00,,10992313145
美的（Midea）滚筒洗衣机 智能变频全自动8公斤家用 MG80-eco131WDX,美的洗衣机旗舰店,https://item.jd.com/10399044343.html,//mideawasher.jd.com,1598.00,,10399044343
LG WD-VH451D5S 新品9公斤智能手洗蒸汽洗滚筒洗衣机,LG电器旗舰店,https://item.jd.com/10500274985.html,//mall.jd.com/index-113901.html,4799.00,,10500274985
美的（Midea）MB65-1000H 全自动波轮6.5公斤洗衣机 家用洗衣机,中联专营店,https://item.jd.com/11520221004.html,//mall.jd.com/index-599827.html,858.00,,11520221004
威力（WEILI） XQB80-1679D 全自动变频波轮洗衣机 8.0公斤,威力凯琴专卖店,https://item.jd.com/11451819934.html,//mall.jd.com/index-642517.html,1049.00,,11451819934
志高（Chigo）CHB53803YR 8公斤全自动波轮洗衣机大容量家用 智能模糊脱水甩干,志高冰洗旗舰店,https://item.jd.com/10824062780.html,//mall.jd.com/index-610863.html,899.00,,10824062780
Haier/海尔 B9001Z71V 9公斤大容量自清洁内桶全自动波轮洗衣机,海尔驰郑专卖店,https://item.jd.com/10927182365.html,//mall.jd.com/index-621516.html,1699.00,,10927182365
西门子(SIEMENS) 超薄  6.5公斤  银色 洗衣机 WS12U5680W,西门子电器专卖店,https://item.jd.com/10314272046.html,//mall.jd.com/index-156729.html,4349.00,,10314272046
帕琪丝（Patches）4.5公斤全自动家用节能波轮迷你洗衣机 XQB45-456 星光粉,蓝夫佳小家电电器专营店,https://item.jd.com/11301054895.html,//lanfujia.jd.com,599.00,,11301054895
扬子（YAIRZ)8.2公斤家用双筒半自动波轮洗衣机 双桶双缸洗衣机 XPB82-718S 顶盖白,扬子电器专卖店,https://item.jd.com/1406850993.html,//mall.jd.com/index-43208.html,499.00,,1406850993
海尔（Haier)滚筒洗衣机全自动10公斤变频带烘干XQG100-HBDX14756GU1,海尔沙园专卖店,https://item.jd.com/11137956846.html,//shayuanhaier.jd.com,6399.00,,11137956846
欧品（Oping）迷你洗衣机波轮全自动炫彩3公斤婴儿衣物洁净 XQB30-158 包邮 萌大白,欧品电器旗舰店,https://item.jd.com/1677787556.html,//opingdianqi.jd.com,738.00,,1677787556
美的（Midea）8kg 10kg WIFI变频全自动滚筒洗衣机大容量家用 MG100-1431WDXG 10公斤滚筒洗衣机,博美专营店,https://item.jd.com/11691019571.html,//mall.jd.com/index-608829.html,2798.00,,11691019571
先科(SAST)T95-288B 9.5公斤 脱水机甩干机干衣家用甩干桶单甩不锈钢迷你,安涛电器专营店,https://item.jd.com/10248837636.html,//sastantao.jd.com,198.00,,10248837636
LG WD-VH451D5S 新品9公斤智能手洗蒸汽洗滚筒洗衣机,LG电器旗舰店,https://item.jd.com/11265330136.html,//mall.jd.com/index-113901.html,4799.00,,11265330136
profile,shop,item_url,shop_url,price,flag,item_id
三洋（SANYO）DG-F90322BHG 9公斤洗烘一体变频滚筒洗衣机 高温筒清洁 大容量 多种洗涤程序（玫瑰金）,三洋·帝度官方旗舰店,https://item.jd.com/3292741.html,//mall.jd.com/index-1000002025.html,,JD自营,3292741
Haier/海尔 G80629KX12G 8公斤节能静音下排水全自动滚筒洗衣机,海尔驰郑专卖店,https://item.jd.com/11092392944.html,//mall.jd.com/index-621516.html,,,11092392944
德姆勒（DEMULLER）XQB72-888 7.2公斤kg全自动波轮洗衣机 带风干功能 京东急速上门,德姆勒官方旗舰店,https://item.jd.com/11797559863.html,//demule.jd.com,,,11797559863
美菱(MeiLing) XQB90-98E1 9公斤波轮洗衣机 大容量多程序 节能省水 玻璃盖板 下排水(灰),美菱冰洗旗舰店,https://item.jd.com/3206764.html,//mall.jd.com/index-1000000937.html,,JD自营,3206764
AUX/奥克斯 XQB62-A1658R6.2公斤波轮迷你洗衣机小全自动家用热烘干 透明黑,奥克斯电器旗舰店,https://item.jd.com/10592907467.html,//mall.jd.com/index-205138.html,,,10592907467
惠而浦(Whirlpool) WF812921BL5W 第六感智能洁净 8.5KG变频智能快洗滚筒洗衣机(极地灰),惠而浦冰洗旗舰店,https://item.jd.com/4015464.html,//whirlpool.jd.com,,JD自营,4015464
Midea/美的 MB100-6000QCS 10kg大容量自动波轮洗衣机家用节能银色,云中专营店,https://item.jd.com/10571485983.html,//yunzhongjd.jd.com,,,10571485983
先科(SAST)XQB48-1487Z全自动洗衣机迷你 家用波轮小洗衣机婴儿4.8公斤 灰白色,安涛电器专营店,https://item.jd.com/10988191551.html,//sastantao.jd.com,,,10988191551
长虹红太阳 XQB120-9828 12公斤大容量波轮全自动洗衣机,蓝夫佳专营店,https://item.jd.com/10944058911.html,//mall.jd.com/index-597572.html,,,10944058911
三星(SAMSUNG)WD80J6413AW/SC 8公斤洗烘一体机 变频全自动滚筒洗衣机 白色,三星蓝宝专卖店,https://item.jd.com/11392524669.html,//mall.jd.com/index-605354.html,,,11392524669
Littleswan/小天鹅 TB80-1368WS 自动波轮洗衣机智能WIFI手机操作,云中专营店,https://item.jd.com/10956627366.html,//yunzhongjd.jd.com,,,10956627366
松下（Panasonic）XQG100-S1355 超薄型大容量全自动滚筒洗衣机 一键智洗 APP远程智控 变频电机 拉丝银,松下洗衣机旗舰店,https://item.jd.com/4357032.html,//mall.jd.com/index-1000001741.html,,JD自营,4357032
韩电（KEG）XQB80-D1558M 8公斤全自动波轮洗衣机 一键脱水 快速洗涤（透明黑）,韩电冰洗旗舰店,https://item.jd.com/1900803.html,//mall.jd.com/index-1000005126.html,,JD自营,1900803
康佳（KONKA）XQB85-520 8.5公斤  洗烘一体 全自动波轮洗衣机 钢化面板（金色）,康佳冰洗官方旗舰店,https://item.jd.com/3577323.html,//mall.jd.com/index-1000001700.html,,JD自营,3577323
美的(Midea) 10公斤MD100-1433WDXG滚筒全自动洗衣机 洗烘一体,博美专营店,https://item.jd.com/10899871619.html,//mall.jd.com/index-608829.html,,,10899871619
小天鹅（LittleSwan） TB90-6288WDCLG 9公斤洗衣机自动智能金色,云中专营店,https://item.jd.com/10577180054.html,//yunzhongjd.jd.com,,,10577180054
Haier/海尔 G100818BG 10公斤全自动变频节能静音香槟金滚筒洗衣机,海尔驰郑专卖店,https://item.jd.com/11481691339.html,//mall.jd.com/index-621516.html,,,11481691339
松下(Panasonic)XQG80-V8055 滚筒洗衣机全自动家用 银色,松下优立创专卖店,https://item.jd.com/11305682134.html,//mall.jd.com/index-638819.html,,,11305682134
熊猫（PANDA）3.5公斤半自动迷你洗衣机XPB35-800D 蓝色,文理冰洗专营店,https://item.jd.com/10666833373.html,//mall.jd.com/index-196789.html,,,10666833373
喜力（XIL） XPB76-2002SB双桶双缸洗衣机半自动家用 7.6公斤/KG,喜力旗舰店,https://item.jd.com/10677890373.html,//xili6.jd.com,,,10677890373
金帅（jinshuai）洗衣机全自动 迷你小型洗衣机  6公斤XQB60-3668,金帅官方旗舰店,https://item.jd.com/10224991851.html,//mall.jd.com/index-196755.html,,,10224991851
�profile,shop,item_url,shop_url,price,flag,item_id
美的（Midea）洗衣机全自动波轮6.5公斤 MB65-1000H,美的集团官方旗舰店,https://item.jd.com/1806217723.html,//mideajiadian.jd.com,,,1806217723
喜力（XIL） XPB76-2002SB双桶双缸洗衣机半自动家用 7.6公斤/KG,喜力旗舰店,https://item.jd.com/10677890373.html,//xili6.jd.com,,,10677890373
永生（eosin）3.6公斤迷你洗衣机小型儿童宝宝脱水双缸双桶半自动甩干桶 XPB36-1626S,永生旗舰店,https://item.jd.com/10573378493.html,//eosin.jd.com,,,10573378493
长虹（CHANGHONG0）全自动洗衣机 家用波轮洗衣机 XQB65-68S 6.5公斤,蓝夫佳专营店,https://item.jd.com/11012668113.html,//mall.jd.com/index-597572.html,,,11012668113
AUX/奥克斯 XQB62-A1658R6.2公斤波轮迷你洗衣机小全自动家用热烘干 透明黑,奥克斯电器旗舰店,https://item.jd.com/10592907467.html,//mall.jd.com/index-205138.html,,,10592907467
【京东仓发货】金帅（jinshuai）6.5公斤 迷你半自动脱水双缸 小洗衣机甩干桶,金帅官方旗舰店,https://item.jd.com/10493813176.html,//mall.jd.com/index-196755.html,,,10493813176
康佳（KONKA）XQB85-520 8.5公斤  洗烘一体 全自动波轮洗衣机 钢化面板（金色）,康佳冰洗官方旗舰店,https://item.jd.com/3577323.html,//mall.jd.com/index-1000001700.html,,JD自营,3577323
韩电（KEG）XQB80-D1558M 8公斤全自动波轮洗衣机 一键脱水 快速洗涤（透明黑）,韩电冰洗旗舰店,https://item.jd.com/1900803.html,//mall.jd.com/index-1000005126.html,,JD自营,1900803
樱花（SAKURA）XPB48-4818S 4.8公斤迷你半自动洗衣机 不锈钢双桶 粉色,蓝夫佳电器专营店,https://item.jd.com/1671157084.html,//mall.jd.com/index-39146.html,,,1671157084
松下（panasonic）罗密欧系列特价机 全自动家用滚筒洗衣机静音 薄款800转白色6公斤下排水M6021,松下互众专卖店,https://item.jd.com/10719190726.html,//panasonic-hz.jd.com,,,10719190726
格力（GREE） XQG80-B1401Ab1 8公斤 变频LCD触摸控制低噪音大肚量滚筒洗衣机 洗涤分离（白色),格力官方旗舰店,https://item.jd.com/3849343.html,//greedianqi.jd.com,,JD自营,3849343
三星（SAMSUNG）7公斤 变频滚筒全自动洗衣机（ 白色）WW70J3237KW/SC,三星帅泰专卖店,https://item.jd.com/10385977181.html,//mall.jd.com/index-181125.html,,,10385977181
西门子(SIEMENS)9公斤 锻光银  全屏触摸 滚筒 洗衣机WM14U6690W,西门子电器专卖店,https://item.jd.com/10901995897.html,//mall.jd.com/index-156729.html,,,10901995897
美的（Midea）MP85-S855  8.5公斤半自动双缸双桶洗衣机,龙啸专营店,https://item.jd.com/10409431000.html,//mall.jd.com/index-203835.html,,,10409431000
万爱（Wanai）XQB100-818 10公斤大容量洗衣机 风干功能不锈钢内桶 塑料盖透明灰,万爱旗舰店,https://item.jd.com/11021904201.html,//jdwanai.jd.com,,,11021904201
美诺（Miele）WKH121 C WPS 8公斤变频滚筒洗衣机 德国进口 双泵 智能配给,德国美诺Miele官方旗舰店,https://item.jd.com/4395842.html,//miele.jd.com,,JD自营,4395842
