star_num,comment_id,content,item_id,user_name,page
star sa5,comment-3,"标　　签：洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,心　　得：到目前为止一直运行良好，很喜欢,颜　　色：10公斤直驱变频滚筒",2426551,j***d,2
star sa5,comment-1,"心　　得：质量很好，比较下来还是选了这款，超静音，很满意，配送师傅也很仔细认真。态度好，进门自带鞋套，耐心讲解脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***7,4
star sa5,comment-2,"心　　得：送货推迟一天，没按照系统提示的时间，盖子上有个印子，别是别人退货的机子吧。。。洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,5***a,6
star sa5,comment-3,"心　　得：还行洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,颜　　色：10公斤直驱变频滚筒",2426551,A***7,6
star sa5,comment-5,"心　　得：一直在京东购买奶粉，宝宝爱喝！！！！！！！！！！！！！？！？！？！？！？脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,颜　　色：10公斤直驱变频滚筒",2426551,海的蓝--天的蓝,3
star sa5,comment-6,"心　　得：洗衣机外观很好，安装师傅也很用心，很满意的一次购物，信任海尔。脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***倪,3
star sa5,comment-4,"心　　得：还在睡觉，过几天才通水使用，应该不错，期待容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,因***网,1
star sa5,comment-1,"心　　得：安装师傅很用心。很贴心 赞? 喜欢  洗衣机很沉  不过没有声音很好。棒棒哒 师傅辛苦了脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***b,7
star sa1,comment-1,"心　　得：商品到了有破损很不爽。噪音很小,送货快,洗衣干净,洗衣机不错,洗衣效果好,噪音很小,容量大,送货快,全自动不错,送货快,全自动不错,洗衣时间短,省水省电,动力足,送货快,省水省电,噪音很小,洗衣机不错,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***2,8
star sa5,comment-4,"心　　得：以为会很大，结果可以装在洗衣柜下面，不错，满足我的要求洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***9,2
star sa5,comment-5,"心　　得：不错，声音非常小，很安静。安装师傅非常认真，尽职尽责很给力。服务态度也挺好。洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,g***b,2
star sa5,comment-6,"心　　得：整体情况还是不错的。机器试了一下震动不是很大还没有完全投放。现在只是看看1400钻最高转速下脱水，基本没有什么声音，送货师傅冒雨送货，但是还是希望下次安排擎天送货哪怕晚一点都可以。洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,p***8,2
star sa5,comment-2,"心　　得：海尔就是给力，东西相当不错，很满意，希望质量一如既往的好脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***x,4
star sa5,comment-3,"心　　得：上一个洗衣机也是海尔的，这次还是选择了海尔，质量服务都很好，脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,友***友,4
star sa5,comment-4,"心　　得：我本次购买了海尔  EG10014BDX59SU1  10公斤斐雪派克直接驱动变频滚筒洗衣机，两个配送师傅直接就说这款洗衣机是高端大气上档次。洗衣机外观奢华低调，工艺绝对精湛，功能健全，运行顺畅，噪音和振动非常非常非常轻微，这种感觉太棒了！配送师傅态度热情，服务周到，按照预约时间准时上门，送装一体，安装调试特别顺利，耐心讲解洗衣机使用注意事项。海尔的服务让我非常非常非常满意！脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,王尧大人,4
star sa5,comment-1,"心　　得：3.15下的单，结果收到以后发现路上撞裂了，打电话给客服，第二天就给换了，服务好，操作简单，非常棒的洗衣机。容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***r,5
star sa5,comment-4,"标　　签：洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,心　　得：商品很好，大气，再也不担心家里面的大件产品没法洗了！,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,2***u,6
star sa5,comment-5,"心　　得：非常满意，是一款智能投放的滚筒洗衣机，以后洗衣服轻松多了，海尔的东西还是不错的！！！洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,仁***心,6
star sa5,comment-7,"心　　得：感觉不错，高大上脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,s***i,3
star sa5,comment-8,"心　　得：靓，不错，很大。脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***n,3
star sa5,comment-1,"心　　得：价格实惠，还没用，相信京东的质量省水省电,物美价廉,动力足,操作简单,物美价廉,一般,一般,,颜　　色：蓝色",10121346853,j***7,2
star sa5,comment-5,"心　　得：买来送给亲爱的老妈，洗衣机已经收到，快递师傅很敬业，家里的旧洗衣机也是海尔，已经用了十几年，所以这次毫不犹豫的选择海尔，虽然还没使用，但是国产大品牌绝对放心！容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,新***线,1
star sa5,comment-6,"心　　得：海尔滚筒洗衣机款式漂亮！容量大！很喜欢的洗衣机！相信海尔的品质！支持国货！支持海尔！容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,r***e,1
star sa4,comment-2,"心　　得：整体还是不错，感觉有些大啦?。
放洗衣液的盒子缝隙有些大，细节要做好。脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,s***1,7
star sa5,comment-3,"心　　得：洗衣机真的很好  外观好看  功能齐全  就冲这直驱动  赞脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,jd_781409688,7
star sa5,comment-4,"心　　得：物流给力，送货师傅服务态度好，试用两次，最深刻的印象是洗衣干净，噪音小！脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,,颜　　色：10公斤直驱变频滚筒",2426551,z***6,7
star sa5,comment-2,"心　　得：感觉非常高大上~终于可以洗毛毯了！十公斤无压力啊，而且最喜欢筒自洁功能，以后不担心内筒问题啦噪音很小,送货快,洗衣干净,洗衣机不错,洗衣效果好,噪音很小,容量大,送货快,全自动不错,送货快,全自动不错,洗衣时间短,省水省电,动力足,送货快,省水省电,噪音很小,洗衣机不错,噪音很小,送货快,洗衣干净,洗衣机不错,洗衣效果好,噪音很小,容量大,送货快,全自动不错,送货快,全自动不错,洗衣时间短,省水省电,动力足,送货快,省水省电,噪音很小,洗衣机不错,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,t***n,8
star sa5,comment-3,"心　　得：质量很不错了，声音又很小，智能APP，好方便。10公斤的足够家里用的。这款海尔的洗衣机我最喜欢的就是门那里，很有档次，售后也很不错，并且教给我们使用方法，并对洗衣机进行了首次测试噪音很小,送货快,洗衣干净,洗衣机不错,洗衣效果好,噪音很小,容量大,送货快,全自动不错,送货快,全自动不错,洗衣时间短,省水省电,动力足,送货快,省水省电,噪音很小,洗衣机不错,噪音很小,送货快,洗衣干净,洗衣机不错,洗衣效果好,噪音很小,容量大,送货快,全自动不错,送货快,全自动不错,洗衣时间短,省水省电,动力足,送货快,省水省电,噪音很小,洗衣机不错,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***n,8
star sa5,comment-7,"心　　得：洗衣机外观配置都很棒，运行的声音比以前我的老滚筒小了不少，而且不再跳舞乱跑，美滋滋洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,猛***相,2
star sa5,comment-8,"心　　得：还没拆封，应该挺不错洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,青***殇,2
star sa5,comment-5,"心　　得：很好还没有安装脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,颜　　色：10公斤直驱变频滚筒",2426551,j***l,4
star sa5,comment-6,"心　　得：很好用，噪音很小，震动很小，洗的也很干净，安装人员也很不错。另买了个水龙头76元，海尔的说质保十年。脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,太***遥,4
star sa5,comment-2,"心　　得：很好支持海尔容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,,颜　　色：10公斤直驱变频滚筒",2426551,j***b,5
star sa5,comment-3,"心　　得：海尔就是好，外观好，价格实惠，十公斤洗衣服带劲一次可以洗好多，声音很小，安装师傅安装的细心。容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,l***8,5
star sa5,comment-4,"心　　得：很好容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,s***g,5
star sa3,comment-6,"标　　签：洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,心　　得：刚买完就降几百，太扯了点。。。。,颜　　色：10公斤直驱变频滚筒",2426551,j***1,6
star sa5,comment-7,"心　　得：海尔的冰洗是比较出名的，安装的师傅态度不错，功能、操作给讲的比较详细。这款洗衣机看着不错操作比较简单，功能齐全。值得购买！洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,l***主,6
star sa5,comment-8,"心　　得：海尔值得信耐，家里很多家电是海尔的，不仅质量好，重点是服务好！洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,y***1,6
star sa5,comment-9,"标　　签：脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,心　　得：非常给力，服务也很好。,颜　　色：10公斤直驱变频滚筒",2426551,S***0,3
star sa5,comment-10,"心　　得：洗衣机到货快，很好用，中途可加衣服，比之前那个三星的洗衣机好用多了，而且洗完衣服后，衣服上不粘毛绒。到货时发现面板边上有个小裂口，估计是运输时碰到了，打电话售后，几天后上门帮我把整个面板更换新的了，满意！脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,q***1,3
star sa5,comment-11,"心　　得：很好用，杠杠的脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,颜　　色：10公斤直驱变频滚筒",2426551,j***5,3
star sa5,comment-2,"心　　得：还行省水省电,物美价廉,动力足,操作简单,物美价廉,一般,一般,省水省电,物美价廉,动力足,操作简单,物美价廉,一般,一般,,颜　　色：蓝色",10121346853,j***r,2
star sa5,comment-3,"心　　得：沥水功能，确实不如打洗衣机脱水功能强大，冬季衣服吸水多，无法入篮，珊瑚绒的被套和床单也是妄想，but, mini的效果就是日常衣服，以小件为主，洗涤的转速是很强大的，从性价比考虑，绝对是好货，值得购买，而且塑料等还很厚实，就是脱水时，它会“走动”，可见马达强大的厉害了。（如果安装的是马达）省水省电,物美价廉,动力足,操作简单,物美价廉,一般,一般,省水省电,物美价廉,动力足,操作简单,物美价廉,一般,一般,,晒　　单：,颜　　色：蓝色",10121346853,j***7,2
star sa5,comment-7,"心　　得：送货很及时，安装师傅也很负责，认真，安装完成后，使用须知讲解的也很详细，师傅安装完成就洗衣服了，非常安静，每次的洗衣液和柔顺剂都自动投放的，非常省心，个给好评，海尔的服务就是好，容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,友***友,1
star sa5,comment-8,"心　　得：海尔东西还是很不错的，家里基本一套海尔电器，明天就安装了，售后服务也给力，通电试了一下，基本没问题，希望质量过硬，期待海尔给力容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,王***恩,1
